specimen_id,sweep_number,spike_count
545608578,10,0
545608578,11,0
545608578,12,0
545608578,13,0
545608578,14,0
545608578,15,0
545608578,16,0
545608578,17,0
545608578,18,0
545608578,19,0
545608578,20,0
545608578,21,0
545608578,22,0
545608578,23,0
545608578,24,0
545608578,25,0
545608578,26,0
545608578,27,0
545608578,28,0
545608578,29,0
545608578,30,0
545608578,31,1
545608578,32,0
545608578,33,0
545608578,34,0
545608578,35,0
545608578,36,0
545608578,37,0
545608578,38,1
545608578,39,0
545608578,40,0
545608578,41,0
545608578,42,1
545608578,43,1
545608578,44,1
545608578,45,0
545608578,46,0
545608578,47,0
545608578,48,0
545608578,49,0
545608578,50,0
545608578,51,0
545608578,53,0
545608578,54,0
545608578,55,0
545608578,56,0
545608578,57,0
545608578,58,0
545608578,59,0
545608578,60,0
545608578,61,0
545608578,62,0
545608578,63,0
545608578,64,0
545608578,65,0
545608578,66,0
545608578,67,0
545608578,68,0
545608578,69,0
545608578,70,0
545608578,71,0
545608578,72,0
545608578,73,0
545608578,74,0
545608578,75,0
545608578,76,0
545608578,77,0
545608578,78,0
545608578,79,0
545608578,80,0
545608578,81,1
545608578,82,1
545608578,83,1
545608578,84,3
545608578,85,5
545608578,86,7
545608578,87,8
545608578,88,9
545608578,89,1
545608578,90,0
545608578,91,1
545608578,92,1
545608578,93,1
545608578,94,0
545608578,95,0
545608578,96,0
545608578,97,0
545608578,98,0
545608578,99,0
545608578,100,0
545608578,101,0
545608578,102,0
545608578,105,0
545608578,108,0
561467633,6,0
561467633,7,0
561467633,8,0
561467633,9,0
561467633,10,0
561467633,11,0
561467633,12,0
561467633,13,0
561467633,14,0
561467633,15,0
561467633,16,0
561467633,17,0
561467633,18,0
561467633,19,0
561467633,20,0
561467633,21,0
561467633,22,0
561467633,23,0
561467633,24,1
561467633,25,1
561467633,26,0
561467633,27,0
561467633,28,0
561467633,29,1
561467633,30,0
561467633,31,1
561467633,32,1
561467633,33,1
561467633,34,0
561467633,44,0
561467633,45,0
561467633,46,0
561467633,47,0
561467633,48,0
561467633,49,0
561467633,50,0
561467633,51,0
561467633,52,0
561467633,53,0
561467633,54,0
561467633,55,0
561467633,56,0
561467633,57,1
561467633,58,1
561467633,59,2
561467633,60,2
561467633,61,3
561467633,62,3
561467633,63,4
561467633,64,5
561467633,65,0
561467633,66,0
561467633,67,1
561467633,68,1
561467633,69,1
561467633,70,1
561467633,72,0
561467633,73,0
561467633,77,0
528706755,4,0
528706755,5,0
528706755,6,0
528706755,7,0
528706755,8,0
528706755,9,0
528706755,10,0
528706755,11,0
528706755,12,0
528706755,16,0
528706755,17,0
528706755,18,0
528706755,19,0
528706755,20,0
528706755,21,0
528706755,22,0
528706755,23,0
528706755,24,0
528706755,25,0
528706755,26,0
528706755,27,0
528706755,29,0
528706755,30,1
528706755,31,1
528706755,32,1
528706755,33,1
528706755,34,1
528706755,35,1
528706755,36,1
528706755,37,1
528706755,41,1
528706755,43,0
528706755,44,0
528706755,45,0
528706755,46,0
528706755,49,0
528706755,50,0
528706755,51,0
528706755,52,0
528706755,53,0
528706755,54,0
528706755,55,0
528706755,56,0
528706755,57,0
528706755,58,0
528706755,59,0
528706755,60,2
528706755,61,4
528706755,62,5
528706755,63,7
528706755,64,9
528706755,67,12
528706755,68,2
528706755,70,2
528706755,71,3
528706755,72,0
528706755,74,0
528706755,75,0
528706755,76,0
528706755,77,0
528706755,78,0
528706755,79,0
528706755,81,0
528706755,82,0
528706755,83,2
528706755,84,2
528706755,85,2
528706755,86,1
528706755,87,5
528706755,88,6
528706755,89,6
528706755,90,6
528706755,91,9
528706755,93,9
528706755,95,0
528706755,96,0
528706755,97,0
528706755,100,0
530055374,4,0
530055374,5,0
530055374,6,0
530055374,7,0
530055374,8,0
530055374,9,0
530055374,10,0
530055374,11,0
530055374,12,0
530055374,13,0
530055374,14,0
530055374,15,0
530055374,16,0
530055374,17,0
530055374,18,0
530055374,19,0
530055374,20,0
530055374,21,0
530055374,22,0
530055374,23,0
530055374,24,0
530055374,25,0
530055374,26,0
530055374,27,0
530055374,28,0
530055374,29,0
530055374,30,0
530055374,31,0
530055374,32,0
530055374,33,0
530055374,34,1
530055374,35,1
530055374,36,1
530055374,37,0
530055374,38,0
530055374,39,0
530055374,40,0
530055374,41,0
530055374,42,0
530055374,43,0
530055374,44,1
530055374,45,1
530055374,46,0
530055374,47,0
530055374,48,0
530055374,49,0
530055374,50,0
530055374,51,0
530055374,52,1
530055374,53,0
530055374,54,0
530055374,55,0
530055374,56,0
530055374,57,0
530055374,58,1
530055374,59,0
530055374,60,0
530055374,61,0
530055374,62,0
530055374,63,1
530055374,64,0
530055374,65,1
530055374,66,0
530055374,67,0
530055374,68,0
530055374,69,0
530055374,70,0
530055374,71,1
530055374,72,0
530055374,73,0
530055374,74,0
530055374,75,1
530055374,76,1
530055374,77,1
530055374,78,0
530055374,79,1
530055374,80,0
530055374,81,0
530055374,82,0
530055374,83,0
530055374,84,0
530055374,85,0
530055374,86,0
530055374,87,0
530055374,88,0
530055374,89,0
530055374,90,0
530055374,91,0
530055374,92,0
530055374,93,0
530055374,94,0
530055374,95,0
530055374,96,0
530055374,97,1
530055374,98,1
530055374,99,1
530055374,100,1
530055374,101,1
530055374,102,2
530055374,103,2
530055374,104,2
530055374,105,2
530055374,106,0
530055374,107,0
530055374,108,1
530055374,109,0
530055374,110,0
530055374,111,1
530055374,112,1
530055374,113,1
530055374,114,1
530055374,115,0
530055374,116,0
530055374,117,0
530055374,118,0
530055374,119,0
530055374,120,0
530055374,121,0
530055374,124,0
530055374,125,0
530055374,128,0
531520637,4,0
531520637,5,0
531520637,6,0
531520637,7,0
531520637,8,0
531520637,9,0
531520637,10,0
531520637,11,0
531520637,12,0
531520637,13,0
531520637,14,1
531520637,15,1
531520637,16,0
531520637,17,0
531520637,18,0
531520637,19,1
531520637,20,1
531520637,21,1
531520637,22,1
531520637,23,1
531520637,24,0
531520637,25,0
531520637,26,0
531520637,27,0
531520637,28,0
531520637,29,0
531520637,30,0
531520637,31,0
531520637,32,0
531520637,33,0
531520637,34,0
531520637,35,0
531520637,36,0
531520637,37,0
531520637,38,0
531520637,39,0
531520637,40,0
531520637,41,0
531520637,42,0
531520637,43,0
531520637,44,1
531520637,45,1
531520637,46,2
531520637,47,2
531520637,48,18
531520637,49,42
531520637,50,64
531520637,51,70
531520637,52,0
531520637,53,1
531520637,54,1
531520637,55,1
531520637,56,1
531520637,57,0
531520637,58,0
531520637,59,0
531520637,60,0
531520637,61,0
531520637,62,0
531520637,63,0
531520637,64,0
531520637,67,0
530097064,4,0
530097064,5,0
530097064,6,0
530097064,7,0
530097064,8,0
530097064,9,0
530097064,10,0
530097064,11,0
530097064,12,0
530097064,13,0
530097064,14,0
530097064,15,0
530097064,16,0
530097064,17,0
530097064,18,0
530097064,19,0
530097064,20,0
530097064,21,0
530097064,23,1
530097064,24,0
530097064,25,1
530097064,26,0
530097064,27,1
530097064,28,0
530097064,29,0
530097064,30,0
530097064,31,1
530097064,32,1
530097064,33,0
530097064,34,0
530097064,35,0
530097064,36,0
530097064,37,1
530097064,38,1
530097064,39,1
530097064,40,1
530097064,42,0
530097064,43,0
530097064,44,0
530097064,45,0
530097064,46,0
530097064,47,0
530097064,49,0
530097064,50,0
530097064,51,0
530097064,52,0
530097064,54,0
530097064,55,1
530097064,56,1
530097064,57,1
530097064,59,1
530097064,60,3
530097064,61,4
530097064,62,7
530097064,63,0
530097064,70,0
530097064,71,0
530097064,72,0
530097064,73,0
530097064,75,0
530097064,76,0
530097064,77,0
530097064,79,0
530097064,80,0
530097064,81,2
530097064,82,2
530097064,83,2
530097064,84,3
530097064,85,2
530097064,86,7
530097064,87,6
530097064,88,7
530097064,89,7
530097064,90,10
530097064,91,10
530097064,92,9
530097064,94,0
530097064,95,0
530097064,96,0
530097064,98,0
530097064,99,0
530097064,100,0
530097064,101,0
530097064,102,0
530097064,103,0
530097064,104,0
530097064,105,0
530097064,106,0
530097064,107,0
530097064,109,0
530097064,110,0
530097064,111,0
530097064,112,0
530097064,113,0
530097064,114,0
530097064,115,0
530097064,116,0
530097064,117,0
530097064,121,0
530097064,124,0
488418919,4,0
488418919,5,0
488418919,6,0
488418919,7,0
488418919,8,0
488418919,9,0
488418919,10,0
488418919,11,0
488418919,12,0
488418919,13,0
488418919,14,0
488418919,15,0
488418919,16,0
488418919,17,0
488418919,18,0
488418919,19,0
488418919,20,0
488418919,21,0
488418919,22,1
488418919,23,0
488418919,24,1
488418919,25,0
488418919,26,0
488418919,27,0
488418919,28,0
488418919,29,0
488418919,30,1
488418919,31,1
488418919,32,0
488418919,33,0
488418919,34,0
488418919,35,0
488418919,36,0
488418919,37,0
488418919,38,0
488418919,39,0
488418919,40,0
488418919,41,0
488418919,42,1
488418919,43,1
488418919,44,1
488418919,45,1
488418919,46,1
488418919,47,0
488418919,48,0
488418919,49,0
488418919,50,0
488418919,51,0
488418919,52,0
488418919,53,0
488418919,54,0
488418919,55,0
488418919,56,0
488418919,57,0
488418919,58,0
488418919,59,0
488418919,60,0
488418919,61,0
488418919,62,0
488418919,63,1
488418919,64,1
488418919,65,3
488418919,66,5
488418919,67,7
488418919,69,9
488418919,70,10
488418919,72,1
488418919,73,1
488418919,74,1
488418919,75,1
488418919,76,0
488418919,77,0
488418919,78,0
488418919,101,0
567776248,5,1
567776248,6,1
567776248,7,0
567776248,8,0
567776248,9,0
567776248,11,0
567776248,12,1
567776248,13,1
567776248,14,1
567776248,16,0
567776248,17,0
567776248,19,1
567776248,23,1
567776248,25,0
567776248,26,0
567776248,29,0
567776248,31,5
567776248,32,11
567776248,33,16
567776248,34,21
567776248,36,28
567776248,37,31
567776248,38,34
567776248,39,0
567776248,40,1
567776248,41,2
567776248,42,2
567776248,43,2
567776248,44,14
567776248,45,14
567776248,46,14
567776248,47,14
567776248,49,0
567776248,53,0
567776248,54,0
567776248,55,0
567776248,56,0
567776248,57,0
567776248,58,0
567776248,59,0
567776248,60,0
567776248,61,0
567776248,62,0
567776248,66,0
542143598,7,0
542143598,8,0
542143598,9,0
542143598,10,0
542143598,11,0
542143598,12,0
542143598,13,2
542143598,14,0
542143598,15,0
542143598,16,0
542143598,18,0
542143598,19,2
542143598,20,0
542143598,21,2
542143598,22,0
542143598,23,2
542143598,24,2
542143598,25,2
542143598,29,0
542143598,31,0
542143598,34,0
542143598,37,9
542143598,38,16
542143598,39,21
542143598,40,26
542143598,41,31
542143598,42,36
542143598,46,2
542143598,47,2
542143598,49,0
542143598,50,0
542143598,52,0
542143598,58,0
542143598,63,0
531520401,4,0
531520401,5,0
531520401,6,0
531520401,7,0
531520401,8,0
531520401,31,0
531520401,41,0
531520401,42,0
531520401,43,0
531520401,44,0
531520401,45,0
531520401,47,0
531520401,48,0
531520401,49,0
531520401,50,0
531520401,51,0
531520401,52,0
531520401,53,0
531520401,55,0
531520401,56,2
531520401,57,2
531520401,58,2
531520401,59,4
531520401,60,7
531520401,61,8
531520401,62,9
531520401,63,10
531520401,64,2
531520401,65,2
531520401,66,2
531520401,67,2
531520401,68,0
531520401,69,0
531520401,70,0
531520401,71,0
531520401,72,0
531520401,73,0
531520401,74,0
531520401,75,0
531520401,77,0
531520401,78,0
531520401,79,1
531520401,80,2
531520401,81,2
531520401,82,2
531520401,83,2
531520401,84,2
531520401,85,2
531520401,86,2
531520401,87,2
531520401,88,2
531520401,89,2
531520401,90,2
531520401,105,2
531520401,106,2
531520401,107,2
531520401,108,2
531520401,109,2
531520401,110,0
531520401,111,0
531520401,112,0
531520401,113,0
531520401,114,0
531520401,115,0
531520401,116,0
531520401,117,0
531520401,118,0
531520401,119,0
531520401,120,0
531520401,121,0
531520401,122,0
531520401,123,0
531520401,124,0
531520401,125,0
531520401,126,0
531520401,127,0
531520401,128,0
531520401,129,0
531520401,130,0
531520401,133,0
527942865,4,0
527942865,5,0
527942865,6,0
527942865,7,0
527942865,8,0
527942865,9,0
527942865,10,0
527942865,11,0
527942865,12,0
527942865,13,0
527942865,14,3
527942865,15,2
527942865,16,0
527942865,17,0
527942865,18,0
527942865,19,0
527942865,20,0
527942865,21,2
527942865,22,2
527942865,23,2
527942865,24,2
527942865,25,2
527942865,26,0
527942865,27,0
527942865,28,0
527942865,29,0
527942865,30,0
527942865,31,0
527942865,32,0
527942865,33,0
527942865,34,0
527942865,35,1
527942865,37,3
527942865,38,4
527942865,39,6
527942865,40,8
527942865,41,10
527942865,42,12
527942865,43,0
527942865,44,2
527942865,45,2
527942865,46,2
527942865,47,2
527942865,48,0
527942865,49,0
527942865,50,0
527942865,51,0
527942865,52,0
527942865,53,0
527942865,55,0
527942865,57,0
527942865,58,0
527942865,59,1
527942865,60,1
527942865,61,1
527942865,62,1
527942865,63,2
527942865,64,2
527942865,65,2
527942865,66,2
527942865,67,2
527942865,68,3
527942865,69,2
527942865,70,2
527942865,71,0
527942865,72,0
527942865,73,0
527942865,74,0
527942865,76,0
527942865,77,0
527942865,78,0
527942865,81,0
529807751,5,0
529807751,6,0
529807751,7,0
529807751,8,0
529807751,9,0
529807751,10,0
529807751,11,0
529807751,12,0
529807751,13,0
529807751,14,1
529807751,15,0
529807751,16,0
529807751,17,1
529807751,18,1
529807751,19,1
529807751,20,1
529807751,21,1
529807751,22,1
529807751,23,1
529807751,24,0
529807751,25,0
529807751,26,0
529807751,27,0
529807751,28,0
529807751,29,0
529807751,30,0
529807751,31,0
529807751,32,0
529807751,33,0
529807751,34,0
529807751,35,0
529807751,36,0
529807751,37,1
529807751,38,11
529807751,39,27
529807751,40,39
529807751,41,51
529807751,42,60
529807751,43,71
529807751,44,79
529807751,45,0
529807751,46,4
529807751,47,1
529807751,48,1
529807751,49,1
529807751,50,0
529807751,51,0
529807751,52,0
529807751,53,0
529807751,54,0
529807751,55,0
529807751,56,0
529807751,57,0
529807751,59,0
529807751,60,0
529807751,61,1
529807751,64,0
529807751,67,0
539563223,4,0
539563223,5,0
539563223,6,0
539563223,7,0
539563223,8,0
539563223,9,0
539563223,10,0
539563223,11,0
539563223,12,0
539563223,13,0
539563223,14,0
539563223,16,0
539563223,17,0
539563223,18,0
539563223,19,0
539563223,20,0
539563223,21,0
539563223,22,0
539563223,23,0
539563223,24,1
539563223,25,1
539563223,26,1
539563223,27,0
539563223,28,0
539563223,29,0
539563223,30,0
539563223,31,1
539563223,32,1
539563223,33,0
539563223,34,0
539563223,35,0
539563223,36,0
539563223,37,1
539563223,38,0
539563223,39,1
539563223,40,0
539563223,41,0
539563223,42,1
539563223,43,1
539563223,44,1
539563223,45,1
539563223,46,1
539563223,47,0
539563223,48,0
539563223,49,0
539563223,50,0
539563223,51,0
539563223,52,0
539563223,53,0
539563223,54,0
539563223,55,0
539563223,56,0
539563223,57,0
539563223,58,0
539563223,59,0
539563223,60,0
539563223,61,0
539563223,62,0
539563223,63,0
539563223,64,0
539563223,65,0
539563223,66,0
539563223,67,0
539563223,68,0
539563223,69,1
539563223,70,2
539563223,71,4
539563223,72,5
539563223,73,6
539563223,74,5
539563223,75,6
539563223,77,0
539563223,78,1
539563223,79,1
539563223,80,1
539563223,81,1
539563223,82,0
539563223,84,0
539563223,85,0
539563223,86,0
539563223,87,0
539563223,88,0
539563223,91,0
539563223,92,0
539563223,93,1
539563223,94,1
539563223,95,1
539563223,96,1
539563223,97,4
539563223,98,4
539563223,99,4
539563223,100,4
539563223,101,5
539563223,102,5
539563223,103,5
539563223,107,0
489308885,4,0
489308885,5,0
489308885,6,0
489308885,7,0
489308885,8,0
489308885,9,0
489308885,10,1
489308885,11,0
489308885,12,0
489308885,13,1
489308885,14,0
489308885,15,1
489308885,16,0
489308885,17,0
489308885,18,0
489308885,19,0
489308885,20,0
489308885,21,0
489308885,22,0
489308885,25,0
489308885,27,6
489308885,28,13
489308885,29,18
489308885,31,26
489308885,32,30
489308885,33,34
489308885,34,36
489308885,35,6
489308885,36,6
489308885,37,4
489308885,38,4
489308885,40,0
489308885,41,0
489308885,43,0
489308885,44,0
489308885,45,0
489308885,46,0
489308885,47,0
489308885,48,0
489308885,52,0
489308885,53,0
489308885,60,0
508280385,4,0
508280385,5,0
508280385,6,0
508280385,7,0
508280385,8,0
508280385,9,0
508280385,10,0
508280385,11,0
508280385,12,0
508280385,13,0
508280385,14,0
508280385,15,0
508280385,16,0
508280385,17,1
508280385,18,1
508280385,19,2
508280385,20,0
508280385,21,0
508280385,22,1
508280385,23,2
508280385,24,0
508280385,25,0
508280385,26,0
508280385,27,0
508280385,28,1
508280385,29,1
508280385,30,0
508280385,31,0
508280385,32,0
508280385,33,0
508280385,34,0
508280385,35,2
508280385,36,2
508280385,37,2
508280385,38,0
508280385,39,0
508280385,40,1
508280385,41,0
508280385,42,0
508280385,43,0
508280385,44,0
508280385,45,0
508280385,46,0
508280385,47,0
508280385,48,0
508280385,49,0
508280385,50,0
508280385,51,1
508280385,52,2
508280385,53,3
508280385,54,4
508280385,55,5
508280385,56,7
508280385,57,8
508280385,58,9
508280385,59,0
508280385,60,0
508280385,61,1
508280385,62,1
508280385,63,1
508280385,64,1
508280385,65,0
508280385,66,0
508280385,67,0
508280385,68,0
508280385,71,0
508280385,74,0
508280385,75,0
508280385,78,0
517673596,4,0
517673596,5,0
517673596,6,0
517673596,7,0
517673596,8,0
517673596,9,0
517673596,10,0
517673596,11,0
517673596,12,0
517673596,13,0
517673596,14,0
517673596,15,0
517673596,16,0
517673596,17,0
517673596,18,0
517673596,19,0
517673596,20,0
517673596,21,0
517673596,22,0
517673596,23,0
517673596,24,0
517673596,25,0
517673596,26,0
517673596,27,1
517673596,28,0
517673596,29,0
517673596,30,1
517673596,31,0
517673596,32,1
517673596,33,1
517673596,34,1
517673596,35,0
517673596,36,0
517673596,37,0
517673596,38,0
517673596,39,0
517673596,40,0
517673596,41,0
517673596,42,0
517673596,43,0
517673596,44,0
517673596,45,0
517673596,46,0
517673596,47,0
517673596,48,0
517673596,49,0
517673596,50,0
517673596,51,0
517673596,52,0
517673596,53,0
517673596,54,0
517673596,55,0
517673596,56,0
517673596,57,2
517673596,58,2
517673596,59,2
517673596,60,3
517673596,61,5
517673596,62,7
517673596,63,9
517673596,64,10
517673596,65,1
517673596,66,2
517673596,67,1
517673596,68,2
517673596,69,0
517673596,71,0
517673596,72,0
517673596,73,0
517673596,74,0
517673596,75,0
517673596,76,0
517673596,78,0
517673596,79,0
517673596,80,1
517673596,81,1
517673596,82,1
517673596,83,1
517673596,84,2
517673596,85,2
517673596,86,2
517673596,87,2
517673596,88,2
517673596,89,2
517673596,90,2
517673596,91,3
517673596,92,0
517673596,93,0
517673596,94,0
517673596,97,0
528042185,4,0
528042185,5,0
528042185,6,0
528042185,7,0
528042185,8,0
528042185,9,0
528042185,10,0
528042185,11,0
528042185,12,0
528042185,13,0
528042185,14,0
528042185,15,1
528042185,17,0
528042185,18,0
528042185,20,1
528042185,21,1
528042185,24,0
528042185,26,0
528042185,27,0
528042185,30,0
528042185,33,1
528042185,35,7
528042185,39,14
528042185,40,16
528042185,41,1
528042185,44,1
528042185,47,1
528042185,48,0
528042185,52,0
528042185,53,0
528042185,55,0
528042185,57,0
528042185,58,0
528042185,59,0
528042185,60,0
528042185,61,0
528042185,64,1
528042185,66,1
528042185,67,5
528042185,68,4
528042185,69,4
528042185,70,6
528042185,75,0
528042185,76,0
528042185,77,0
528042185,78,0
528042185,79,0
528042185,81,1
528042185,82,0
528042185,83,0
528042185,85,0
528042185,86,0
528042185,88,0
528042185,90,0
528042185,92,0
528042185,93,0
528042185,94,0
528042185,95,0
528042185,96,0
528042185,97,0
528042185,98,0
528042185,99,0
528042185,100,0
528042185,101,0
528042185,102,0
528042185,105,0
488386626,4,0
488386626,5,0
488386626,7,0
488386626,8,0
488386626,9,0
488386626,10,1
488386626,13,0
488386626,14,0
488386626,15,0
488386626,16,0
488386626,18,1
488386626,20,1
488386626,21,1
488386626,22,1
488386626,23,0
488386626,24,0
488386626,25,0
488386626,27,0
488386626,29,0
488386626,30,0
488386626,31,0
488386626,33,0
488386626,36,0
488386626,38,2
488386626,39,2
488386626,41,0
488386626,44,0
488386626,45,0
488386626,47,0
488386626,52,0
488386626,55,0
488386626,57,0
488386626,60,3
488386626,61,3
488386626,62,4
488386626,64,6
488386626,65,7
488386626,68,2
488386626,70,3
488386626,72,0
488386626,73,0
488386626,74,0
488386626,75,0
488386626,76,0
488386626,77,0
488386626,78,0
488386626,79,0
488386626,80,0
488386626,81,0
488386626,82,0
488386626,83,0
488386626,84,0
488386626,85,0
488386626,86,0
488386626,87,0
488386626,88,0
488386626,89,0
488386626,90,0
488386626,91,0
488386626,92,0
488386626,93,0
488386626,94,0
488386626,95,4
488386626,97,5
488386626,98,3
488386626,99,8
488386626,100,7
488386626,102,7
488386626,104,124
488386626,105,92
488386626,106,76
488386626,109,0
528638057,3,0
528638057,4,0
528638057,5,0
528638057,6,0
528638057,7,0
528638057,8,0
528638057,9,0
528638057,10,0
528638057,11,0
528638057,12,1
528638057,13,1
528638057,14,0
528638057,15,0
528638057,16,0
528638057,17,1
528638057,18,0
528638057,19,1
528638057,20,1
528638057,22,0
528638057,26,0
528638057,27,0
528638057,28,0
528638057,29,0
528638057,30,0
528638057,31,0
528638057,32,0
528638057,34,2
528638057,35,6
528638057,36,8
528638057,38,12
528638057,39,15
528638057,41,18
528638057,50,0
528638057,51,0
528638057,52,0
528638057,53,0
528638057,54,0
528638057,56,0
528638057,57,0
528638057,61,1
528638057,62,1
528638057,63,1
528638057,65,1
528638057,67,5
528638057,70,9
528638057,71,9
528638057,72,9
528638057,73,9
528638057,74,0
528638057,75,0
528638057,76,0
528638057,77,0
528638057,78,0
528638057,79,0
528638057,80,0
528638057,81,0
528638057,82,0
528638057,83,1
528638057,84,1
528638057,85,1
528638057,86,0
528638057,87,0
528638057,88,0
528638057,89,0
528638057,90,0
528638057,91,0
528638057,92,0
528638057,93,0
528638057,94,0
528638057,95,0
528638057,96,0
528638057,97,0
528638057,98,0
528638057,100,0
528638057,101,0
528638057,102,0
528638057,103,0
528638057,104,0
528638057,109,0
508282493,4,0
508282493,5,0
508282493,6,0
508282493,7,0
508282493,8,0
508282493,9,0
508282493,10,0
508282493,11,0
508282493,12,0
508282493,13,0
508282493,14,0
508282493,15,0
508282493,16,0
508282493,17,0
508282493,18,0
508282493,19,0
508282493,20,0
508282493,21,1
508282493,22,0
508282493,23,1
508282493,24,1
